Sl_No,Restaurant,Address,GSTIN,Detected_Cuisines,Swiggy_Food_ID,Swiggy_Dineout_ID,Imported Avocado,Blueberry,Cherry Tomato,Parsley,Thai Asparagus,Indian Asparagus,Lemon Grass,Thai Basil,Italian Lemon,Thai Bird Chilli,Shiso Leaves,Rosemary,Total_SKU_Score
1957,The Royal Regency,"No.26/27, Poonamallee High Road,, Periamet, Chennai-600 003, Tel-4934 77 77, Mob- 93809 09906",33AAEFT4080D1ZI,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,The Royal Rankas and Co,"Old No:111,New No:56,, Avadhanam Pappier Road,, Choolai,Purasawakkam,, Chennai-600112., ( Near : Natarajar Temple ), Mob: 9087123123, 95145 55555",33AAWPS3680E1ZA,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,The Rock Club ( Omr ),"No 4 301 Old Mahabalipuram Rd,, Kottivakkam, Chennai, Tamilnadu 600 096, Land Mark Next to Aitken Spence, Mob 96772 10367",33AAGAT4736R1ZU,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954,The Rock Club(M),"No:113;114,P.S.Sivaswamy Salai,, Mylapore,Chennai-600004., TEL:044-2499 6601, :044-2454 3314",33AAGAT4736R1ZU,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1953,THE RK GOURMET,"1 st floor, AG 64, River view colony,, Shanthi colony, Chennai-600040, Mob:7338944939",33AKJPR3825K1ZV,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,The Right Choice,"No.3 Alaghar Salai, Flat No.S1, Santhpsh Apartments,Old Palavaram,, Chennai-600 117, Mob-78713 93591, 99625 96667",33ACVPL9169Q1ZD,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1951,The Retreat,"No:208A,3rd Floor,, Velachery Main Road,, Camp Road Junction,Selaiyur,, Chennai-600073.",33ABFPT9677A1ZF,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,The Red Box,"30, G-B ARIHANT RNR HERITAGE, SHENOY ROAD,, NUNGAMBAKKAM, Chennai, Tamil Nadu, 600034, Mob- 89390 00790",33AALFT2252N1ZW,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,The Rainbow Cakes,"12, Barathi nagar, Theradi street,, Tiruverkadu, Chennai,, Tiruvallur,, ph:79041 82447",33BXDPG4057Q1Z7,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,The Prestige Club,"No 6 First Floor, Indra Nagar, Arcot Road, Valasaravakkam, Chennai 600 087., Mob 98840 99913",33AADAT8034H1ZJ,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1947,The Presidency Club,"Fairlawns,, No:51,Ethiraj Salai,Egmore,, Chennai-600008., Mob:9445692573.",33AABCT1001G1Z6,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,The Ponnappan Stores,"New 6,Ground and First Floor, Muthukrishnan Street, Tnagar,, Chennai-600017",33AAJFT8375N1ZE,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1944,The Pastry Boutique,"No 44a Mandapam Road, Kilpauk, Chennai-600 010, Mob-9840149680",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1943,The Mount Manor,"No 14 GST Road, Opposite O.T.A, Chennai 600 016, Ph  044 - 45561625, 86820 19020",33AADFT2360B1ZS,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,The Minor Foods Group India,"No,T-53/B, 4th Main Road,, Besant Nagar,, Chennai-600 020",33AAECT9720D1ZJ,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1941,The Milestones Club,"No 1 Malaviya Avenue, LB Road Opp HDFC Bank, Thiruvanmuyur, Chennai 600 041., Mob 99947 48841",33AAHAT0227E1ZY,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,The Mayflower,"17, Kasturi Rangan Rd, Poes Garden, Teynampet, Chennai,, Tamil Nadu 600086, 9677171849",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1939,The Marina Cool Cream Milano Pvt Ltd,"Csir Road  Taramani, Chennai - 600 113, Mob No. 9840698040",33AAFCC2257F1Z1,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1938,The Mama Shop,"New No 49 2nd Avenue, M.G Road Shastri Nagar, Adyar Chennai 600 020, Mob 73970 00788",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,The Madras House,"M/s.Sugam Vanijya Holdings Pvt Ltd, Vr Chennai,No:44,Pillayar Kovil Street,Jawaharlal, Nehru Road,Anna Nagar ,Chennai-600040, Phn: 98846 42450",33AAACS1883J2ZA,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,The Cheese Company,"No:19,Noor Veerasamy Street,, Nungambakkam,Chennai-600034, Mob:8610894967",33DIQPR9490J1ZA,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,The Checkers,"# 30.Mount Road, Little Mount, Saidapet, Chennai 600 015.",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,The Cake World Pastry Hub ( K ),"No 10 Shanthi Nagar, OMR Kandanchavadi, Chennai 600 096, Te 9840072399, 044 42073025",33AALFT2180P1ZP,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,The Cake World Pastry Hub ( Chmy ),"No 3 62 Pondicherry Salai, Kumaran Nagar Chemmenchery, Chennai 600 119, 9840636693, 9840201603",33AALFT2180P1ZP,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1869,Tasty Joys - DD Foods,"Ground Floor, 326/1,, Ramakrishna Nagar Main Road,, RKC Mahal, Porur,, Chennai - 600116, ( Dhivya AGency ), 97107 77500",33AUXPD8754B1ZG,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1868,Tasty Joys,"No. 18, Oil Mill Road,, Iyyappanthangal,, Chennai-600018, Mob- 90808 04585, 97107 77500",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1867,Tasty Jones,"No 1X2 TNHB Complex, 4th Main Road, Besant Nagar, Chennai 600 090, Mob 9884255842",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Annai Foods,"No.16, Ganesh Nagar,, First Main Road,, Madipakkam, Chennai,, Tamil Nadu, 600091, Contact: 044-47891039,9042785286",33BFFPA8999M1ZT,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,Taste of Italy,"NO. Ap 753, 2nd Street,, 10th Main Road, Ground Floor,, Anna Nagar, Chennai - 600040, Mob - 91767 07775",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,Tarika Ventures Private Limited,"17, 1st Main Road, New Colony, Chennai,, Tamil Nadu, 600044, ph: 97100 09077",33AAMCT3912H1ZD,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1863,Target Media,"5/12, Corporation colony, SalaivinayagarKoil,, Chennai, Tamil Nadu, 600001, Ph:9840314257",33AZPPN6058D1Z7,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1862,Tarapore and Company (Nungambakkam),"1st Floor,22/1 (124/1), Ispahani Center,Mahathmagandhi Salai, Nungamkakkam High Road,Chennai, Tamil Nadu-600034, Contact Number : 9150002731",33AAAFT3579P1ZN,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1861,Tarapore and Company,"(Unit Of Hotel Aadithya), No:155/1,Arcot Road,, Vadapalani,, Chennai-600026., Mob: 98402 55981.",33AAAFT3579P1ZN,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,Tara Inc,"Ground, Lblock, 21st Street,, Anna Nagar East, Chennai-600102, Mob-9345895454",33AKLPR0840E2ZC,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,Tanitha Pereira New,"No:49,Pachaiyappa's College,, Hostel Road,Chetpet,, Chennai-600031.",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1858,Tanitha Pereira,"No:3,Association Road,, Madhavaram,Chennai-600060., Mob:9840412167.",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1857,Tanisha Foods,"No:07,7th Cross Street,, Shenoy Nagar,Chennai-600030., Mob:9790750555.",33AAEPC4995N2ZC,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,Tanias Foods,"No 4 Madha Nagar, Moulivakkam, Porur Chennai 600 125",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1854,Tangerine,"No 5 Murrays Gate Road, Alwarpet Chennai 18, Ph 24355834, 9600116562",33AADFT5459K1ZV,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1853,Tamira Global Cuisines Pvt Ltd,"Plot No :27,, 2nd Cross St,, Alagapa Nagar, Chennai - 97, mob no : 9884200669",33AAMCT1225B1ZV,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852,Tamilnadu Golf Federation,"ICL HUL 334,Ground Floor,, Anna Salai,Saidapet,, Chennai-600015., Mob:9841802158",33AAATT2341K1ZM,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1851,Tam Corn,"No:M-29/4,25th Cross Street,, Elliot's Promenade,, Besant Nagar,Chennai-600090., Mob:9787664090.",33AARFT2432L1ZW,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Ansari Estate Private Limited,"(Ramada Hotels), Gandhi Irwin Road, Next to CMDA Building, Egmore, Chennai-600 008, 30004777, 90438 50042",33AAACA7320A1ZK,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1849,TAK FOODS,"( Tea Villa Cafe ), Old Door No 52/2, New No 40/2, Thirumalai Pillai Road, T Nagar Chennai 600 017, Mr. Anjani Kumar Singh, 89254 06701, 9940565544",33AAPFT1123N1Z0,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,ANS PANDIAN SUPER MARKET,"NO 1 / 10, BAZAR ROAD MAIN COLLECTOR, NAGAR, MUGAPPAIR EAST, Chennai,, Tamil Nadu, 600037, Mob:81488666556,9677292991",33AAPFA5733K1Z9,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Anuradha Hospitalities,"No.3, Venkatnarayana Road,, T.Nagar,, Chennai - 600 017., Mob: +91 98843 92643, Mr. Kiran",33AAMFA0609B1Z6,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,APPLE STATIONERY,"No:19, V N Doss Road , Mount Road ,, Chennai-600002, Mob:97910 97666",33ADEPV7946D1ZC,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,APPLE SUPER MARKET,"No. 6, Sri Kamatchiamman Nagar,, Kundrathur Main Road,, Mangadu, Chennai 600 122., Mob: 7550123001",33ABNFA8067F1ZB,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,Taiwan Maami,"New no 34/8 Old no 46/8, Singarachari, Street, triplicane, Chennai, Chennai, Tamil, Nadu, 600005, Mob : 7603879618",33AAKCT4782H1Z1,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Annachi Super Market,"No.37-F,Tambaram Main Road Vijaya Nagar,, Chennai-600042, Mob:.9600015203",33ALUPV7441H1ZH,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,Teabon Foods,"No:191/A,2nd Floor,, Avadi Road,Chennai-600077., Mob: 86681 82692",33AMUPK0131A1ZN,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,Teaman Innvovative Ventures Private Limited,"88/41, Halls Road, Kilpauk Garden Colony,, Chennai, Tamil Nadu, 600010, Ph:6381897721",33AAKCT6761C1ZC,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1886,The Alcove,"No:T-45, A and B,7th Avenue,, Ahubham Complex,Anna Colony,, Besant Nagar,Chennai-600090., Mob:6371993272",33BQDPG3800J1ZA,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,The Cake Counter,"7/29 Shop No 5, Hastinapuram Salai, Nanmangalam, Chennai 600 129, Ph 90033 35947",33CJDPB1280P1ZA,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,The Cake Boss,"Vijaynagar Bus Stand,, Velachery,Chennai-600042., Mob:9043555704.",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,The Caffeine Co,"No:17A,Ground Floor,, Sashtri Nagar,1st Avenue,, Adyar,Chennai-600020., Mob:8807708424",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,THE BROWNIE STUDIO,"No.32, Ambit IT Park,, Ambit Park Road,, Ambattur Industrial Estate,, Ambattur,, Chennai - 600 058.",33CDDPS8645B1ZK,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1896,The Bristo,"No.9 Balaji Nagar Main Road, Adambakkam, Chennai- 600 088, Ph -8680037373",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1892,The Black Tie Foods,"New 18, Old 72 , Jermiah Road, Vepery  Chennai- 600 021, Mob No.9551771565",33AANFT6378D1ZW,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1891,The Beach Club,"Plot No.1 and 2 New No.2/59a, Vgp 1st Main Road, Chennai - 600 119., Mob: 9080333899",33AAMAT0412G1ZU,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,THE BANYAN HOSPITALITY SERVICES,"No.390, Chennai to Bangalore Trunk Road,, Poonamalle , Chennai - 600123, Mob - 99406 85828",33ANSPC8821G1ZY,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889,The Bakers Nook,"W358, North Main Road,, Annanagar West Extension,, Chennai-600 101, Opp SBOA Matriculation School,, Mob - 98848 41414",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888,The Baker Ninja,"201,TTK Road, Alwarpet,, KB Dasan Road Corner,, Chennai-18, Mob-97894 77877, 99520 98597",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1887,Theatre Concepts,"New No,10/2, Old No,47/2,, Firm Arcade Apertments,, P Block 17th Street,, Anna Nagar,Chennai-600040, Mob-99627 44464, 8939447768 Dharshi",33AAMFT1266H1Z4,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1885,That Mallu Joint ( T.Nagar ),"2nd Floor, 159/72, Gopathi Narayanaswami Chetty road, Parthasarathi puram T. Nagar, Chennai 600017, Contact No :97898 43997",33AANFT7684A1ZZ,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1873,Tea Mates,"No:34/1,Nelson Manickam Road,, Aminjikarai,Chennai-600029., Mob:7373230964",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1884,That Mallu Joint (  Anna Nagar ),"No:AA24,3rd Cross Street,, AA Block,Anna Nagar East,, Chennai-600040., Mob:9789843997",33AANFT7684A1ZZ,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1883,Thangavel Super Stores,"9815 Thiruverkadu Main Road,, Ayapakkam,, Chennai-600077, Mob:9361399096",33AATFT3696C1ZT,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1882,Thamarai Agency,"31/3 New No.32, Madley 2nd Street,, T Nagar, Chennai , Tamil Nadu 600017, Mob:9994861908, 9952972501",33QALPS3758G1ZY,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Annachi Enterprises Private limited (M),"70/1,Laskhmi Apt,Col Ngr,Mugappair East, Chennai -37",33AAFCA7401F1Z7,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Annachi Fruits & Vegetables,"No:3/188, Poonamallee High Road,, Porur,Chennai-600116., Mob:9841491501",33ACCPE3346D1ZB,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Annachi Mini Mart,"3/571, Mugalivakkam Main Road, Madhanandhapuram, Chennai-600125, Mob:9655550171",33ACDFA8372N1Z2,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,Texmex Cusine India Private Limited (P),"Chili's Grill N Bar, Phoenix Marketcity Mall, Unit No. S-29, Second Floor, Old Door. No.66, New Door No.142, Velachery Road, Chennai-600042, Mob: 9791207725, StoresPH: 8667889079.",33AAECT4973G1Z8,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1877,Texmex Cusine India Private Limited ( EA ),"Chilis Grill N Bar, Chilis,No.49/50L, Express Avenue Mall, Whites Road, Royapetha,, Chennai 600 014., Tel – 9840598356_x000D_
_x000D_",33AAECT4973G1Z8,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1876,Teena T Thomas,"No:7/7,Ganesh Nest,, Pillaiyar Koil Street,, Taramani,Chennai, ( Near IIT Back Gate ), Mob:9884066401",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1875,Tea Wheeler Private Limited,"Plot 141, Chitrakoot, 1st Floor,, Avm Avenue, 8th Street, Viruga, Plot 141, Chitrakoot, 2nd Floor,, Chennai-600092, Mob-90879 80411",33AAICT1709L1Z9,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1874,Tea Time,"Rajeswari st Madanandapuram,, Chennai -600116, Mob:8754517217",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Bikkgane Biryani Llp ( Sholinganallur ),"No:439,Sathyavanimuthu St,, St,Thomas Mount Block,, Sholinganallur,Chennai-600119., Mob:9962312117",33AAYFB4753D1ZC,North_Indian,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Bikkgane Biryani Llp ( West Tambaram ),"No:131,Siva Shanmugam Pillai Street,, Tambaram Mpty,West Tambaram,, Chennai-600045., Mob:9840197735",33AAYFB4753D1ZC,North_Indian,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,Pink Passion Foods Private Limited,"(Sigree), Plot No 4737 New Door No 17 19&21, Old Door NoAA24 (AA Block), 3rd Street Anna Nagar East, Chennai 600 040, Tel 9884321537, Tel- 044 26201512 , 42327078",33AAGCP8677B1ZB,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,Ivision,"New No 96 Old No 15, S Block 5th Avenue, Anna Nagar, Chennai 600040, Ph 9043292858, Tel-044 45550184, 9962794623",33AMYPB3557F1ZY,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,CF ENTERPRISES,"1st Floor, 68A-Flat E,, 4th Main Road,, Nolambur,, Chennai - 600 037., Mob: 9944004222.",33AARFC3108Q1Z4,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,CG Gourmet Llp,"No:51,Kasturi Rangan Road,, Teynampet,Chennai-600018., ( Opposite to Russian Cultural Center ), Mob:7550089564",33AASFC5712H1ZG,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Chaitanya Gourmet Pvt Ltd,"No:7/21,Zakariya Colony Main Road,, Kodambakkam,, Chennai-600024, Opp A K Travels Service, Mob:9840080885",33AABCC6654J1ZN,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Chamiers New,"No:106,Pasumpon Muthuramalinga Thevar Salai,, Ra Puram,Chennai-600028., Mob:9940681627",33AFDPK3995G3ZB,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,It and Co,"No:31/13,4th Street,Dr.Subbarayan Nagar,, Kodambakkam,Chennai-600024.",33AFUPT7785A1ZV,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,Chandra Supermarket,"9 E F, Sbi Officers Colony, Arumbakkam, Chennai-600106, Mob:9840047975",33AADPK5142L1ZT,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,IS Hospitality,"No 57 Ground Flour ,, Naidu Street, Kotturpuram,, Chennai-600085, Mob-95661 58296",33AALFI7795P1ZD,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,Irene Enterprises,"No.55, South Covam River Road,, Pudupet,, Chennai -600 002, Mob-9840043719, Tel-044 28594651",33AAUPS6796F1ZV,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,CHANDRIKAA HOME NEEDS,"65, First Avenue,, Anna Nagar,, Chennai - 600 083., Mob: 9941121511",33AAFFC8416M1ZB,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,CHAOS ENTERTAINMENT,"OLD NO 57 / NEW NO 38, BALARAMAN, ROAD, ADYAR, Chennai, Tamil Nadu,, 600020, Ph No : 8056895766",33AAMFC0405F1Z2,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,Insta Call Dish,"No 18/A Mookambigai Nagar, Kattupakkam Chennai - 600 056, 9841204041 044 26790577",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,Innisai Ventures Llp,"Geetham Veg Restaurants, PLOT NO. 5155, NEW NO.18,, 4th Street W- Block, Anna Nagar,, Chennai -600040, Ph:89259 86726",33AAIFI1789G1Z9,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,Infopark Properties Limited,"No:30/1,Paras Plaza,, 4th Floor Paras Plaza,, Cathedral Garden Road,, Nungambakkam,Chennai-600034., Mob:9786427555",33AAGCI3935B1ZZ,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,Infiin Foods Private Limited,"No:18,VGN Mahalakshni Nagar,, Jayachandran St,Perumalagaram,, Thiruverkadu,Chennai-600077., Mob:9789973241",33AAGCI5553B1ZX,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,INDIAN SUPER MARKET,"No.30, Ramanujakuda Street,, Poonamallee,, Chennai - 600 056., Mob: 044-4855 5878",33AAIFI3965Q1ZQ,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,Indian Stores,"No:270-B,Trunk Road,, Poonamallee,Chennai-600056., Mob:",33BUAPB0367G1Z9,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,INDIAN STORE,"218, Gerugambakkam Main Road,, Gerugambakkam,, Chennai - 600 128., Mob: 600 128., Mob: 9043909270.",33AATPF6171C1ZU,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,Imperial Agro Tech ( Old ),"No.6-7 6th Street Alagammal Nagar, Nerkundram, Chennai 600 107, Mob-9500033971, 9884034685",33AACPT4836D1ZV,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
